State_Name,State_District_Name,TT_Children_Aged_12_23_Months_Having_Immunization_Card_Total,TT_Children_Aged_12_23_Months_Having_Immunization_Card_Rural,TT_Children_Aged_12_23_Months_Having_Immunization_Card_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Urban,TT_Children_Aged_12_23_Months_Fully_Immunized_Total,TT_Children_Aged_12_23_Months_Fully_Immunized_Rural,TT_Children_Aged_12_23_Months_Fully_Immunized_Urban,TT_Children_Who_Have_Received_Polio_Dose_At_Birth_Total,TT_Children_Who_Have_Received_Polio_Dose_At_Birth_Rural,TT_Children_Who_Have_Received_Polio_Dose_At_Birth_Urban,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Total,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Rural,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Urban,TT_Children_Aged_6_35_Months_Who_Received_At_Least_One_Vitamin_A_Dose_During_Last_Six_Months_Total,TT_Children_Aged_6_35_Months_Who_Received_At_Least_One_Vitamin_A_Dose_During_Last_Six_Months_Rural,TT_Children_Aged_6_35_Months_Who_Received_At_Least_One_Vitamin_A_Dose_During_Last_Six_Months_Urban,TT_Children_Aged_6_35_Months_Who_Received_Ifa_Tablets_Syrup_During_Last_3_Months_Total,TT_Children_Aged_6_35_Months_Who_Received_Ifa_Tablets_Syrup_During_Last_3_Months_Rural,TT_Children_Aged_6_35_Months_Who_Received_Ifa_Tablets_Syrup_During_Last_3_Months_Urban,TT_Children_Whose_Birth_Weight_Was_Taken_Total,TT_Children_Whose_Birth_Weight_Was_Taken_Rural,TT_Children_Whose_Birth_Weight_Was_Taken_Urban,TT_Children_With_Birth_Weight_Less_Than_2_5_Kg_Total,TT_Children_With_Birth_Weight_Less_Than_2_5_Kg_Rural,TT_Children_With_Birth_Weight_Less_Than_2_5_Kg_Urban
Uttar Pradesh,Fatehpur,88.23,87.8,92.64,91.08,90.87,93.25,65.53,65.1,69.94,65.48,65.05,69.94,70.68,70.4,73.62,51.47,50.4,62.58,68.94,68.07,77.91,5.78,6.04,3.07,47.15,48.39,34.36,11.93,12.08,10.43,33.79,32.28,48.15,22.84,23.69,16.67
Uttar Pradesh,Firozabad,70.28,69.33,73.9,90.72,90.84,90.29,68.52,68.9,67.05,66.6,66.64,66.48,67.32,66.94,68.76,55.88,54.95,59.43,72.96,72.81,73.52,3.1,3.21,2.67,44.6,44.51,44.95,13.37,11.99,18.67,39.9,37.72,48.41,43.4,44.75,39.5
Uttar Pradesh,Gautam Buddha Nagar,74.88,74.67,75.42,93.52,93,94.88,69.55,68.67,71.86,69.08,68.14,71.52,73.81,73.7,74.08,60.41,58.92,64.29,68.25,66.75,72.19,1.56,1.65,1.33,39.85,39.73,40.16,16.63,17.88,13.35,47.52,45.27,53.35,33.84,32.51,36.75
Uttar Pradesh,Ghaziabad,73.89,71.26,75.76,92.69,93.06,92.42,69.74,65.1,73.05,69.12,64.38,72.51,72.52,71.58,73.19,59.14,54.78,62.26,69.52,68.33,70.37,1.84,2.25,1.55,50.14,49.01,50.95,15.6,13.24,17.29,49.19,41.53,54.9,30.18,35.17,27.4
Uttar Pradesh,Ghazipur,62.42,62.77,57.14,84.48,84.44,85.09,70.5,70.52,70.19,69.09,69.1,68.94,60.42,60.56,58.39,55.83,55.79,56.52,79.2,79.14,80.12,7.49,7.49,7.45,35.55,35.47,36.65,25.84,25.87,25.47,36.64,36.49,38.89,22.77,21.07,42.62
Uttar Pradesh,Gonda,73.86,72.89,92.9,84.3,83.8,94.08,57,55.4,88.17,55.27,53.71,85.8,59.99,58.79,83.43,48.59,46.93,81.07,73.8,73.25,84.62,9.87,10.13,4.73,27.99,25.61,74.56,14.44,14.27,17.75,21.51,19.85,59.5,15.68,12.69,45.33
Uttar Pradesh,Gorakhpur,71.2,70.67,72.89,86.48,87.61,82.88,73.19,73.8,71.22,72.21,73.15,69.2,72.02,72.64,70.04,65.56,65.95,64.33,73.69,73.07,75.62,6.98,6.75,7.73,25.67,27.05,21.28,27.96,26.69,31.99,31.8,28.3,43.12,16.83,14.71,21.36
Uttar Pradesh,Hamirpur,87.97,89.1,82.44,96.79,97.38,93.91,68.96,69.42,66.67,65.93,64.69,72.04,75.29,76.46,69.53,50.57,50.21,52.33,82.67,82.06,85.66,1.11,0.68,3.23,51.86,55.7,32.97,15.62,15.44,16.49,45.32,43.23,55.9,17.82,17.29,19.61
Uttar Pradesh,Hardoi,78.69,78.4,80.66,82.5,82.17,84.77,71.93,72.76,66.26,60.12,58.97,67.9,71.22,71.16,71.6,51.83,51.1,56.79,69.86,68.87,76.54,15.4,15.55,14.4,48.17,48.36,46.91,19.16,19.86,14.4,35.98,34.68,44.73,34.47,34.12,36.29
Uttar Pradesh,Hathras,76.58,75.81,79.6,93.19,93.99,90.05,67.3,68.98,60.7,67.08,67.95,63.68,69.38,70.76,63.93,55.7,57.59,48.26,68.8,68.33,70.65,2.47,1.9,4.73,47.84,50.13,38.81,19.81,19.59,20.65,29.36,27.93,35.29,35.92,35.86,36.13
Uttar Pradesh,Jalaun,87.34,90.02,78.9,89.94,92.91,80.58,73.8,78.04,60.43,70.16,72.78,61.87,66.62,69.8,56.59,54.28,56.97,45.8,78.34,82.43,65.47,8.58,5.83,17.27,40.71,41.37,38.61,23.99,24.75,21.58,34.98,33.13,41.37,12.62,12.23,13.69
Uttar Pradesh,Jaunpur,73.11,74.47,NA,82.56,84.23,NA,68.91,70.32,NA,67.75,69.44,NA,67.21,68.85,NA,60.06,61.3,NA,74.54,76.12,NA,8.62,7.34,NA,34.45,34.41,NA,27.89,28.14,NA,30.42,30.09,NA,12.59,12.42,NA
Uttar Pradesh,Jhansi,94.88,93.11,97.44,95.41,94.08,97.33,83.79,81.22,87.5,84.7,82.47,87.93,81.47,77.97,86.54,72.48,68.31,78.53,90.54,88.15,94.02,3.65,4.4,2.56,58.59,56.85,61.11,18.9,18.61,19.34,62.36,56.92,69.41,9.77,9.26,10.31
Uttar Pradesh,Jyotiba Phule Nagar,73.74,72.34,78.78,87.68,86.57,91.64,74.39,73.25,78.46,75.74,74.26,81.03,66.77,67.9,62.7,56.41,55.28,60.45,61.96,62.2,61.09,3.84,4.1,2.89,46.98,47.08,46.62,14.87,16.87,7.72,36.79,35.51,41.45,32.71,35.71,24.67
Uttar Pradesh,Kannauj,66.04,68.47,55.01,90.46,91.56,85.5,59.1,60.65,52.04,59.06,60.15,54.12,61.24,62.5,55.51,46.44,47.24,42.8,64.07,64.56,61.87,2.95,2.11,6.75,36.2,35.15,41.01,10.53,9.97,13.11,40.99,41.76,37.64,21.89,21.68,22.89
Uttar Pradesh,Kanpur Dehat,91.98,92.46,NA,92.64,93.5,NA,70.82,71.39,NA,72.43,73.16,NA,79.74,81.09,NA,61.93,62.44,NA,75.02,75.76,NA,6.73,5.96,NA,60.19,61.39,NA,16.35,16.5,NA,45.73,45.22,NA,16.48,17.05,NA
Uttar Pradesh,Kanpur Nagar,92.36,97.1,90.22,89.43,96.62,86.17,73.24,82.89,68.86,72.43,84.26,67.07,75.12,84.57,70.83,59.25,72.51,53.24,77.89,78.41,77.66,8.3,2.62,10.87,46.39,54.65,42.65,13.8,12.74,14.29,51.27,46.23,53.32,23.61,25.97,22.83
Uttar Pradesh,Kaushambi,68,69.05,51.83,73.86,74.69,60.98,55.52,56.75,36.59,53.33,54.53,34.76,55.08,56.09,39.63,46.9,47.88,31.71,72.39,73.36,57.32,21.09,20.13,35.98,41.37,42.16,29.27,25.47,25.1,31.1,24.57,24.42,26.67,20.16,20.17,20
Uttar Pradesh,Kheri,73.12,71.81,99,83.62,82.84,99,48.49,47.96,59,54.95,54.34,67,66,64.68,92,37.76,37.04,52,67.68,66.19,97,13.72,14.37,1,33.98,32.46,64,20.54,19.7,37,33.44,31.57,71.6,26.79,27.27,22.83
Uttar Pradesh,Kushinagar,54.56,54.33,NA,83.11,83.13,NA,70.73,70.7,NA,69.38,69.33,NA,64.56,64.5,NA,60.82,60.69,NA,70.4,70.32,NA,8.1,8.08,NA,27.29,27.29,NA,28.22,28.12,NA,17.35,17.24,NA,25.88,25.95,NA
Uttar Pradesh,Lalitpur,76.97,75.1,95.65,95.02,94.81,97.1,63.58,60.93,89.86,61.51,58.36,92.75,72.82,70.59,94.93,54.21,51.06,85.51,93.62,93.42,95.65,3.57,3.85,0.72,49.03,48.79,51.45,17.68,16.61,28.26,53.89,51.62,75.37,10.62,11.24,6.42
Uttar Pradesh,Lucknow,95.42,95.07,95.77,96.27,96.82,95.71,76.53,71.05,82.17,78.17,72.48,84.02,89.42,88.82,90.03,68.93,61.38,76.68,91.05,90.24,91.88,3.27,2.72,3.83,61.65,57.11,66.31,16.37,14.56,18.23,63.56,45.47,82.15,22.41,25.39,20.46
Uttar Pradesh,Maharajganj,57.42,56.38,NA,82.72,82.08,NA,68.33,67.66,NA,68.2,67.53,NA,64.14,63.39,NA,58.94,58.12,NA,69.18,68.29,NA,8.26,8.58,NA,32.82,32.82,NA,25.39,26.21,NA,22.13,20.92,NA,19.63,20.49,NA
Uttar Pradesh,Mahoba,92.05,92.99,89.7,97.18,97.45,96.51,81.69,81.8,81.4,78.94,79.75,76.91,77.23,80.68,68.6,67.38,68.35,64.95,88.61,89.83,85.55,1.49,0.95,2.82,42.47,46.31,32.89,11.12,10.64,12.29,54.17,54.63,53.16,14.94,14.75,15.41
Uttar Pradesh,Mainpuri,76.22,76,77.28,88.46,88.19,89.82,61.85,60.84,66.84,61.04,60.56,63.45,64.29,64.15,65.01,50.65,49.65,55.61,56.47,55.96,59.01,2.74,2.87,2.09,44.83,45.29,42.56,8.76,8.73,8.88,29.57,26.98,43.01,31.84,30.92,34.85
Uttar Pradesh,Mathura,62.82,58.18,72.37,88.49,86.73,92.11,56.26,53.71,61.51,55.04,52.7,59.87,61.74,58.49,68.42,45.46,42.94,50.66,70.28,64.95,81.25,2.58,2.63,2.47,38.61,35.39,45.23,13.8,12.19,17.11,43.31,36.41,57.92,31.12,31.08,31.17
Uttar Pradesh,Mau,78.66,79.34,76.12,83.66,84.86,79.22,67.88,68.54,65.44,66.14,66.79,63.69,62.59,63.34,59.81,53.8,53.65,54.37,70.67,71.66,66.99,8.44,8.78,7.18,32.89,32.6,33.98,29.37,29.33,29.51,34.09,34.31,33.28,23.07,24.5,17.16
Uttar Pradesh,Meerut,70.78,70.6,71.05,91.18,93.05,88.42,69.79,70.93,68.11,68.45,69.61,66.73,71.37,73.26,68.6,57.8,59.67,55.05,62.71,64.58,59.96,2.82,2.6,3.14,44.85,45.72,43.57,9.24,9.05,9.52,43.12,39.6,48.41,31.9,33.51,29.92
Uttar Pradesh,Mirzapur,73.58,73.35,75.59,79.96,80.19,77.95,55.78,55.95,54.33,53,52.94,53.54,56.45,56.24,58.27,43.74,43.61,44.88,67.91,67.66,70.08,10.82,11.15,7.87,42.47,42.83,39.37,28.08,27.07,37.01,32.66,29.91,56.55,16.28,16.6,14.86
Uttar Pradesh,Moradabad,77.41,73.71,86.76,92.3,91.59,94.09,62.8,61.05,67.22,66.76,65.21,70.69,71.47,70.77,73.26,52.36,50.39,57.33,64.53,62.24,70.31,3.89,4.01,3.6,46.99,46.51,48.2,23.1,21.41,27.38,36.43,32.3,46.67,29.36,31.38,25.94
Uttar Pradesh,Muzaffarnagar,66.46,64.27,72.71,90.35,89.88,91.71,64.43,61.35,73.23,63.54,60.45,72.37,70.67,70.44,71.33,53.47,51.81,58.2,63.22,61.11,69.26,3.13,3.38,2.42,42.88,41.14,47.84,13.58,13.67,13.3,42.62,42.23,43.82,32.24,31.81,33.65
Uttar Pradesh,Pilibhit,76.23,74.44,86.62,90.95,90.18,95.42,65.41,64.79,69.01,63.91,63.7,65.14,69.34,68.66,73.24,55.63,54.96,59.51,63.35,60.91,77.46,4.54,4.78,3.17,47.55,47.92,45.42,20.7,19.66,26.76,38.89,35.75,58.65,28.05,27.19,31.54
Uttar Pradesh,Pratapgarh,78.3,78.08,82.53,84.44,84.1,90.96,71.72,71.1,83.73,69.93,69.27,82.53,71.93,71.51,80.12,64.86,64.26,76.51,77.92,77.4,87.95,8.98,9.14,6.02,58.48,57.61,75.3,25.22,25.78,14.46,32.46,31.89,44.15,18.18,17.8,23.64
Uttar Pradesh,Rae Bareli,91.6,91.51,92.93,94.62,94.86,90.91,67.92,68.33,61.62,62.41,62.72,57.58,77.38,76.83,85.86,54.79,54.74,55.56,76.36,75.81,84.85,3.13,3.01,5.05,50.18,49.77,56.57,12.54,11.85,23.23,44.2,43.1,60.77,20.08,19.6,26.09
Uttar Pradesh,Rampur,67.3,65.25,75.35,91.71,91.78,91.43,72.39,71.95,74.13,72.73,72.51,73.6,74.33,73.9,76.05,61.46,61.13,62.76,58.67,58.47,59.44,3.46,3.32,4.02,50.71,50.36,52.1,13.59,13.93,12.24,22.7,19.87,32.96,31.54,36.62,20.96
Uttar Pradesh,Saharanpur,80.64,80.57,80.89,96.68,96.44,97.56,85.81,85.64,86.44,84.89,84.71,85.56,83.07,83.68,80.89,77.44,77.65,76.67,71.85,69.59,80,0.93,1.06,0.44,61.46,61,63.11,19.35,18.19,23.56,50.95,49.24,57.75,32.24,34.2,25.45
Uttar Pradesh,Sant Kabir Nagar,77.01,76.81,NA,83.23,83.18,NA,63.49,63.51,NA,63.48,63.59,NA,71.27,70.99,NA,58.52,58.53,NA,82.94,82.92,NA,4.18,4.25,NA,22.12,21.45,NA,16.31,16.16,NA,25.12,24.71,NA,13.01,12.88,NA
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),69.89,70.22,67.16,74.84,75.73,67.65,54.95,56.64,41.18,50.96,52.35,39.71,53.98,55.56,41.18,42.2,43.84,28.92,62.3,63.81,50,17.93,17.24,23.53,24.27,24.42,23.04,33.27,34.23,25.49,27.9,27.89,27.97,20.28,19.87,23.64
Uttar Pradesh,Shahjahanpur,69.99,68.06,82.71,85.89,84.88,92.52,50.82,48.79,64.25,49.86,47.96,62.38,55.39,53.8,65.89,40.87,38.56,56.07,51.56,49.74,63.55,4.27,4.59,2.1,37.45,35.66,49.3,11.52,11,14.95,31.17,28.48,48.58,28.06,29.18,23.7
Uttar Pradesh,Shrawasti,37.23,36.43,NA,51.35,50.82,NA,32.09,31.68,NA,30.82,30.39,NA,33.54,33.06,NA,24.9,24.37,NA,45.76,45.1,NA,30.67,31.06,NA,16.14,15.59,NA,20.44,20.5,NA,14.53,14.24,NA,15.88,15.36,NA
Uttar Pradesh,Siddharthnagar,63.12,62.8,NA,76.38,76.27,NA,62.28,61.95,NA,58.17,57.8,NA,57.95,57.56,NA,51.42,50.91,NA,70.66,70.53,NA,13.84,13.83,NA,30.68,30.17,NA,25.37,25.33,NA,11.95,11.54,NA,20.26,21.04,NA
Uttar Pradesh,Sitapur,58.91,59.89,49.79,78.47,78.94,74.07,56.14,56.86,49.38,49.15,47.8,61.73,54.01,53.67,57.2,35.43,34.38,45.27,68.95,69.19,66.67,18.27,18.07,20.16,35.05,34.7,38.27,20.41,20.17,22.63,21.37,21.4,21.03,25.86,26.42,17.24
Uttar Pradesh,Sonbhadra,52.47,52.11,56.76,60.93,60.75,63.06,39.9,38.95,51.35,39.2,38.04,53.15,37.39,36.39,49.55,32.41,31.44,44.14,48.78,48.5,52.25,27.24,27.19,27.93,23.41,22.13,38.74,27.44,27.03,32.43,17.67,15.04,48.99,16.66,16.13,18.6
Uttar Pradesh,Sultanpur,93.52,93.69,NA,93.58,93.85,NA,66.85,66.57,NA,61.48,60.66,NA,72.08,71.75,NA,47.22,46.03,NA,81.56,81.4,NA,5.58,5.3,NA,58.99,59.52,NA,34.72,33.69,NA,44.19,44.3,NA,15.87,15.64,NA
Uttar Pradesh,Unnao,88.7,89.43,84.89,90.95,91.18,89.73,75.99,75.68,77.64,74.42,74.21,75.53,73.75,74.62,69.18,63.07,62.95,63.75,80.67,79.97,84.29,8.75,8.51,9.97,46.43,45.72,50.15,13.31,13.43,12.69,38.18,37.87,39.92,25.52,24.63,30.53
Uttar Pradesh,Varanasi,84.05,86.69,79.79,86.2,88.73,82.13,73.16,75.87,68.81,73.56,75.93,69.74,70,72.77,65.54,65.22,67.72,61.21,80.76,81.44,79.67,7.14,6.71,7.83,52.73,55.3,48.6,24.98,24.9,25.12,50.92,51.5,50.11,22.06,22.49,21.43
Uttarakhand,Almora,94.9,94.75,97.71,97.13,97.05,98.86,93.7,93.55,96.57,93.72,93.75,93.14,93.91,93.75,97.14,87.28,87.13,90.29,64.25,63.08,87.43,1.42,1.43,1.14,53.36,53.2,56.57,19.3,18.6,33.14,43.25,41.42,77.86,26.19,26.85,19.35
Uttarakhand,Bageshwar,85.2,84.79,97.44,94.23,94.12,97.44,90.86,90.77,93.59,90.08,90.01,92.31,87.1,87.14,85.9,82.53,82.46,84.62,53.11,52.31,76.92,3.56,3.64,1.28,40.1,40.07,41.03,10.33,10.25,12.82,33.92,33.34,49.11,29.14,29.49,23.4
Uttarakhand,Chamoli,94.83,94.64,96.15,97.69,97.53,98.81,94.19,93.99,95.62,93.21,92.93,95.23,93.39,93.32,93.9,87.75,87.28,91.11,50.58,46.78,77.72,1.09,1.13,0.8,59.37,57.43,73.21,20.55,21.16,16.18,38.71,35.27,63.74,16.7,16.36,18.16
Uttarakhand,Champawat,94.22,94.51,92.41,97.4,98.21,92.41,93.74,95.07,85.52,93.06,94.29,85.52,90.85,92.05,83.45,87.67,88.69,81.38,69.56,68.87,73.79,1.83,1.23,5.52,42.49,43.11,38.62,12.52,11.31,20,53.68,52.8,59.14,28.38,26.65,37.21
Uttarakhand,Dehradun,93.86,92.18,95.48,97.4,96.81,97.97,91.52,89.41,93.54,90.25,88.12,92.29,91.02,88.71,93.25,86.93,83.83,89.91,92.02,90.05,93.92,2.08,2.3,1.87,69.42,69.62,69.23,15.52,14.18,16.8,59.6,51.78,66.81,22.62,22.48,22.72
Uttarakhand,Haridwar,73.82,68.69,85.44,83.16,80.04,90.25,67.98,62.88,79.53,68.14,63.06,79.67,68.42,63.52,79.53,60.84,54.9,74.31,77.17,73.17,86.26,14.08,16.47,8.65,54.49,51.14,62.09,19.55,19.44,19.78,35.43,25.22,59.38,31.94,38.22,26.05
Uttarakhand,Nainital,94.44,95.05,93.33,96.32,95.88,97.11,92.35,93.09,90.98,92.13,92.7,91.07,90.1,90.3,89.72,87.24,88.24,85.39,78.79,77.02,82.06,1.9,1.71,2.25,61.65,62.22,60.6,18.32,17.3,20.2,60.26,57.71,64.58,22,21.1,23.36
Uttarakhand,Pauri Garhwal,93.17,93.42,91.5,96.98,97.19,95.59,88.97,88.99,88.82,87.54,87.58,87.24,90.08,90,90.55,84.15,84.06,84.72,87.42,87.38,87.72,1.22,1.24,1.1,65,66.46,55.28,14.97,14.52,17.95,43.82,41.42,60.1,18.84,17.92,22.81
Uttarakhand,Pithoragarh,93.69,92.9,98.19,98,97.73,99.6,94.88,94.3,98.19,94.13,93.6,97.18,93.15,92.45,97.18,88.74,87.66,94.97,70.43,66.41,93.56,1.28,1.43,0.4,41.93,39.81,54.12,11.11,11.01,11.67,55.39,50.61,83.93,30.58,31.5,27.13
Uttarakhand,Rudraprayag,93.69,93.67,NA,97.21,97.2,NA,91.98,91.95,NA,91.75,91.74,NA,91.26,91.24,NA,85.7,85.68,NA,59.49,59.35,NA,1.67,1.68,NA,59.84,59.74,NA,18.15,18.11,NA,41.79,41.61,NA,17.72,17.69,NA
Uttarakhand,Tehri Garhwal,85.1,83.91,94.21,88.57,87.61,95.93,81.42,80.27,90.3,79.5,78.4,87.95,82.09,81.18,89.05,76,74.85,84.82,78.55,76.63,93.27,5.73,6.13,2.66,64.86,64.14,70.42,17.74,18.17,14.4,33.86,28.82,73.68,21.63,22.13,20.05
Uttarakhand,Udham Singh Nagar,93.13,92.93,93.61,96.52,96.46,96.65,90.46,90.24,90.99,89.99,90.47,88.89,88.71,89.53,86.79,83,83.35,82.18,76.35,74.89,79.77,2.79,2.6,3.25,51.79,55.15,43.92,14.87,13.83,17.3,53.97,50.55,62.56,22.91,23.35,21.99
Uttarakhand,Uttarkashi,86.13,85.08,95.16,91.61,91.13,95.7,79.64,79.52,80.65,79.25,79.02,81.18,83.81,83.17,89.25,74.73,74.22,79.03,87.27,86.48,94.09,6.97,7.35,3.76,67.42,67.07,70.43,20.96,21.02,20.43,37.56,34.7,63.33,24.13,22.69,31.09

