State_Name,State_District_Name,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Urban
Madhya Pradesh,Hoshangabad,790.61,1091.3,283.45,780.21,1060.83,306.2,802,1124.68,258.61,1662.47,1285.82,2297.74,1643.32,1278.87,2258.94,1683.4,1293.44,2340.1,11434.05,11830.7,10765.01,11125.91,11775.03,10029.46,11771.1,11891.68,11568.06,14081.04,14421.97,13506.02,13730.9,14314.69,12744.81,14464.05,14539.45,14337.08,98.4,97.8,99.4,98.4,97.9,99.4,98.4,97.7,99.5,17.8,14.2,24.2,15.8,12.2,22.4,19.9,16.3,25.9
Madhya Pradesh,Indore,479.61,740.87,403.28,482.4,726.66,412.73,476.56,755.86,392.8,1144.31,723.88,1267.15,1086.91,710.76,1194.19,1207.28,737.72,1348.08,2334.48,2563.25,2267.64,2195.42,2400.36,2136.98,2487.01,2735.13,2412.61,4246.24,4320.46,4224.56,4021.98,4078.78,4005.78,4492.24,4575.48,4467.27,98.7,99,98.6,98.9,98.8,98.9,98.5,99.1,98.3,13.8,17.5,12.6,15.2,18.2,14.3,12.4,16.9,11
Madhya Pradesh,Jabalpur,975.37,1745.82,477.91,904.83,1669.49,414.57,1052.7,1828.76,547.75,1578.42,810.6,2074.19,1519.66,802.53,1979.46,1642.85,819.36,2178.66,5340.05,5987.43,4922.05,4849.29,5527.32,4414.57,5878.1,6487.39,5481.65,8168.19,8830.55,7740.52,7509.74,8271.27,7021.48,8890.09,9438.26,8533.42,98.1,98.4,97.8,98,98.2,97.8,98.2,98.6,97.8,9.2,13,6.3,10.3,14.7,7,8.1,11.4,5.7
Madhya Pradesh,Jhabua,384.37,419.04,78.96,387.83,423.25,76.98,380.74,414.64,81.04,1666,1693.78,1421.24,1600.51,1624.99,1385.68,1734.48,1765.67,1458.67,2288.45,2295.02,2230.56,2084.29,2084.95,2078.52,2501.94,2514.54,2390.6,4649,4728.6,3947.89,4344.09,4418.03,3695.15,4967.85,5053.13,4213.94,58.3,55.1,91.5,60,57.2,89.6,56.7,53.3,93.3,38.5,37.2,47,39.1,38,46.5,38,36.4,47.4
Madhya Pradesh,Katni,865.94,1049.64,376.54,880.58,1077.5,357.59,850.43,1020.22,396.69,1106.95,860.85,1762.54,1081.06,768.08,1912.31,1134.35,958.87,1603.31,9486.26,11402.19,4382.31,9058.07,10870.47,4244.4,9939.44,11964,4528.93,13039.57,14878.89,8139.72,12678.83,14385.2,8146.77,13421.37,15400.51,8132.23,97.6,97.9,96,97.7,97.9,96.8,97.5,98,95.1,7.6,8.7,1.9,7.2,8.4,1.8,8,9.1,2.1
Madhya Pradesh,Mandla,1707.66,1837.52,668.15,1768.83,1888.95,823.72,1646.68,1786.44,508.19,5329.51,4906.74,8713.81,5144.47,4786.29,7962.66,5513.99,5026.37,9486.17,10237.89,10407.41,8880.85,9676.83,9758.59,9033.5,10797.26,11051.79,8723.88,17761.15,17684.57,18374.16,17071.51,16965.93,17902.25,18448.7,18398.28,18859.4,90.3,89.5,96.7,90.4,89.4,97.4,90.3,89.6,96.1,26.9,27.1,25.6,27.5,28.1,23.8,26.3,26.1,27.4
Madhya Pradesh,Mandsaur,403.91,439.85,291.64,469.36,478.53,440.75,334.58,398.91,133.53,1161.83,1135.42,1244.33,1159.25,1183.68,1082.99,1164.57,1084.33,1415.41,5807.37,5973.54,5288.4,5557.67,5821.31,4734.92,6071.83,6134.71,5875.28,7791.9,7979.26,7206.74,7564.1,7873.46,6598.67,8033.15,8091.26,7851.52,99.3,99.2,99.3,99.3,99.3,99.2,99.2,99.1,99.3,23,23,23,23.9,24,23.3,22.2,22,22.8
Madhya Pradesh,Morena,513.04,470.83,599.46,562.66,523.41,643.41,453.3,407.3,546.92,1563.4,1672.98,1339.04,1636.45,1757.75,1386.9,1475.44,1570.56,1281.83,3001.47,3277.3,2436.75,2815.84,3051.71,2330.57,3224.97,3549.88,2563.66,5654.27,5883.53,5184.9,5531.2,5738.66,5104.38,5802.44,6058.56,5281.15,80,72.8,96.8,79.8,72.3,97.2,80.2,73.3,96.4,21.8,24.5,17.2,21.4,24.5,16.1,22.3,24.4,18.5
Madhya Pradesh,Narsimhapur,613.09,656.8,384.72,598.96,613.83,521.51,628.73,704.3,232.36,1316.78,1205.88,1896.13,1400.71,1314.14,1851.37,1223.87,1086.2,1945.98,8015.09,8136.96,7378.4,7801.12,7972.3,6910.04,8251.92,8318.99,7900.09,10499.5,10644.56,9741.69,10174.6,10325.86,9387.22,10859.11,10996.88,10136.51,99.3,99.3,99,99.3,99.4,98.6,99.3,99.2,99.4,20.5,15.1,51.4,20.7,14.5,56.6,20.2,15.7,46.1
Madhya Pradesh,Neemuch,251.4,363.96,51.78,270.75,391.5,54.85,230.64,334.23,48.51,4416.47,3244.17,6495.65,4166.66,3280.81,5750.59,4684.45,3204.64,7286.31,3682.95,3036.56,4829.37,3276.49,2649.53,4397.51,4118.95,3454.25,5287.67,8526.55,6802.73,11583.9,7879.45,6498.16,10349.24,9220.7,7131.42,12894.15,98.6,98.1,99,98.9,98,99.9,98.2,98.2,98.3,29.5,28.8,30.2,31,30.5,31.6,28.1,27.1,28.9
Madhya Pradesh,Panna,1297.8,1359.24,971.23,1292.84,1326.89,1107.14,1303.26,1395.22,828,1660.43,1734.94,1264.43,1671.47,1716,1428.57,1648.26,1755.99,1091.46,5217.76,5737.47,2455.56,4881.65,5377.29,2178.57,5588.33,6137.98,2747.46,8405.69,9056.3,4947.77,8047.42,8606.2,5000,8800.69,9556.8,4892.74,96.2,96.5,94.1,96.2,96.5,92.9,96.3,96.4,95.4,37.3,38,30.3,36.1,36.3,33.8,38.4,39.6,26.6
Madhya Pradesh,Raisen,1232.78,1253.04,1170.03,1258.69,1260.13,1254.36,1203.92,1245.25,1072.67,3532,3478.77,3696.79,3422.43,3394.3,3507.55,3653.98,3571.71,3915.26,3776.56,2620.36,7356.24,3577.09,2341.47,7317.07,3998.61,2927.2,7401.45,8598.79,7420.16,12247.95,8325.13,7084.94,12078.98,8903.44,7788.98,12443.01,98,97.2,99.6,98.1,97.2,99.8,97.9,97.2,99.4,19.6,17.5,23.5,20,18.4,22.7,19.2,16.5,24.3
Madhya Pradesh,Rajgarh,559.41,543.3,644.71,641.81,630.67,700.81,469.96,448.4,583.94,2256.47,2436.5,1303.43,1999.34,2157.87,1159.03,2535.62,2739.11,1459.85,3070.85,3092.3,2957.25,2744.23,2794.13,2479.78,3425.42,3416.15,3474.45,8342,8623.16,6853.54,7711.93,8032.86,6010.78,9026.01,9264.27,7766.42,73.5,72.2,82.2,72.1,70.7,82.1,74.8,73.6,82.3,25.4,24.7,29.9,25,24.5,27.9,25.9,24.9,31.5
Madhya Pradesh,Ratlam,355,488.48,206.49,391.2,521.34,244.69,316.27,452.91,166.14,2228.61,1322.66,3236.52,2211.32,1342.22,3189.72,2247.1,1301.5,3285.95,2621.58,3138.07,2046.95,2424.07,3009.27,1765.27,2832.89,3277.48,2344.47,5513.69,5296.96,5754.81,5284.16,5188.42,5391.94,5759.26,5414.44,6138.08,99.5,99.4,99.5,99.3,99,99.5,99.7,99.8,99.5,33.4,39.6,27,33.4,38.9,27.5,33.4,40.4,26.6
Madhya Pradesh,Rewa,1107.72,1263.37,382.04,1214.12,1401.36,364.19,995.57,1119.34,401.74,788.06,735.16,1034.7,851.03,831.25,940.82,721.7,634.87,1138.27,12898.76,13889.99,8277.62,11335.86,12068.08,8012.14,14546.03,15791.58,8570.47,14987.21,16108.86,9758.04,13568.99,14492.3,9377.85,16481.98,17796.11,10177.44,98.5,98.5,98.7,98.3,98.2,98.7,98.7,98.7,98.7,15.2,15.7,11.2,16.5,17.4,10.2,14.1,14.3,12.3
Madhya Pradesh,Sagar,1843.03,2132.55,1290.62,1781.89,2075.13,1207.61,1911.86,2198.44,1380.75,1366.01,1598.28,922.83,1363.54,1554.67,989.21,1368.8,1648.31,850.77,4788.53,4245.56,5824.53,4419.88,4026.58,5190.13,5203.49,4496.79,6513.25,9513.97,8864.6,10752.98,9002.81,8574.97,9840.7,10089.34,9196.88,11743.38,96.6,95.8,97.8,97,96.5,97.9,96.1,95.1,97.6,8.8,10.3,6.4,9.6,11.2,6.8,7.9,9.3,6.1
Madhya Pradesh,Satna,656.27,764.31,377.05,613,709.93,368.76,702.71,821.84,386.29,1203.91,1165.96,1301.99,1125.71,1102.39,1184.49,1287.86,1233.21,1433.02,6287.71,6112.81,6739.72,5952.61,5867.02,6168.29,6647.45,6372.82,7376.95,8368.72,8283.24,8589.61,7872.67,7883.86,7844.45,8901.24,8705.74,9420.56,98.6,98.2,99.7,98.6,98.2,99.6,98.6,98.2,99.7,18.2,20,13.8,18.7,20.6,14,17.6,19.3,13.7
Madhya Pradesh,Sehore,235.99,247.27,189.62,214.03,243.24,95.97,260.91,251.81,299.07,1764.2,1618.88,2361.66,1652.71,1562.99,2015.36,1890.69,1681.84,2766.36,3236.53,3524.79,2051.37,2838.86,3090.1,1823.42,3687.74,4014.49,2317.76,6185.11,6268.13,5843.82,5609.5,5707.27,5214.33,6838.23,6899.96,6579.44,74.1,71,87.6,76.2,72.5,92.6,72.2,69.7,83,30.3,22.5,57.9,30.5,24.2,52.3,30,20.9,63.7
Madhya Pradesh,Seoni,1023.31,1097.75,336.1,900.62,961.26,347.98,1150.59,1238.98,323.48,5510.55,5571.08,4951.83,5264.42,5312.28,4828.19,5765.91,5838.88,5083.18,10924.3,11229.04,8111.14,10513.16,10726.48,8568.94,11350.86,11749.09,7624.77,19274.5,19690.08,15438.05,18581.45,18921.21,15484.99,19993.51,20485.72,15388.17,99.4,99.4,99,99.5,99.5,99.2,99.4,99.4,98.8,33.1,34.6,15.5,30.4,32.1,11.3,35.8,37,20.1
Madhya Pradesh,Shahdol,465.42,438.2,534.88,465.54,430.85,552.25,465.29,445.97,515.71,1841.59,2192.05,947.18,1883.04,2288.03,870.86,1797.25,2090.63,1031.41,11019.55,14154.1,3019.84,10694.04,13800.07,2931.18,11367.73,14528.18,3117.67,13966.61,17670.83,4513.04,13536.68,17210.68,4354.29,14426.49,18157.05,4688.23,99.4,99.4,99.3,99.3,99.3,99,99.5,99.5,99.5,27.7,25.7,47.5,27.6,25.3,50.7,27.7,26.1,44.2
Madhya Pradesh,Shajapur,143.37,139.93,154.02,144.78,141.09,156.35,141.82,138.66,151.52,1439.2,1158.09,2310.31,1318.31,1135.1,1891.81,1571.47,1183.37,2760.94,3826.39,3999.11,3291.18,3728.45,3725.81,3736.71,3933.55,4299.67,2811.45,5769.65,5685.28,6031.13,5549.51,5389.41,6050.66,6010.52,6010.65,6010.1,98.1,98,98.3,97.8,97.6,98.2,98.4,98.4,98.3,20.6,19.7,23.3,22.5,21.6,25,18.7,17.9,21.4
Madhya Pradesh,Sheopur,201.36,206.35,177.42,186.16,181.71,207.17,218.4,233.82,143.16,2131.15,2182.48,1885.12,2021.47,2059.12,1843.8,2254.09,2319.99,1932.71,1498.41,1588.93,1064.54,1469,1543.21,1118.71,1531.38,1639.89,1002.15,4003.06,4162.69,3237.97,3863.81,3984.53,3293.97,4159.17,4361.28,3173.47,74.3,76.6,60.3,72.2,73.9,62.3,76.5,79.3,57.9,37.1,37.1,36.9,38.6,38.3,40.4,35.6,35.9,32.5
Madhya Pradesh,Shivpuri,229.4,226.04,247.46,284.72,293.77,235.29,166.27,148.33,260.95,1506.35,1236.61,2955.73,1549.56,1282.69,3006.54,1457.05,1183.75,2899.39,2392.64,2333.9,2708.28,2130.34,2056.05,2535.95,2691.96,2652.65,2899.39,4242.21,3888.05,6145.17,4070.77,3715.01,6013.07,4437.84,4086.57,6291.68,72.5,64.6,99.3,68.1,58.7,100,77,70.7,98.6,33.5,36.9,25.9,33.8,38.3,24.8,33.3,35.8,27.1
Madhya Pradesh,Sidhi,845.91,834.78,913.16,863.44,890.55,701.75,826.51,773.27,1152.62,849.25,724.5,1602.68,865.44,798.74,1263.16,831.34,642.63,1987.28,11138.34,11689.7,7808.42,10193.48,10608.38,7719.3,12184.26,12882.12,7909.38,13019.16,13453.03,10398.81,12086.84,12477.96,9754.39,14051.2,14528.28,11128.78,98.7,98.6,99.8,98.5,98.3,100,98.9,98.8,99.6,12.6,9.8,34.3,14.2,10.5,41.4,11.1,9.1,27.2
Madhya Pradesh,Tikamgarh,1292.31,1227.69,1545.78,1393.69,1325.4,1664.61,1177.63,1116.61,1413.91,228.6,245.54,162.14,234.79,252.53,164.41,221.59,237.58,159.64,6132.73,6599.39,4302.24,5901.22,6347.49,4130.7,6394.62,6885.76,4492.59,7861.46,8256.26,6312.83,7701.5,8062.82,6267.98,8042.41,8476.17,6362.6,97.8,97.4,99.7,97.9,97.5,100,97.7,97.4,99.3,20.7,23.4,7.6,20.3,23.5,4.3,21.2,23.2,11.2
Madhya Pradesh,Ujjain,364.31,511.76,161.92,430.78,613.91,184.48,292.15,402.84,136.82,1756.43,2101.79,1282.38,1769.17,2115.28,1303.65,1742.59,2087.39,1258.72,4473.04,5065.86,3659.33,4032.04,4652.41,3197.64,4951.74,5506.71,4172.94,6873.06,7959.27,5382.12,6476.52,7634.19,4919.44,7303.5,8305.9,5896.84,83,74.8,99.5,84.2,76.9,99.5,81.8,72.8,99.5,25.1,28.1,20.4,24.5,27.8,19.1,25.7,28.4,21.7
Madhya Pradesh,Umaria,416.13,486.43,132.33,376.99,437.58,134.53,458.04,538.54,129.93,1759,1872.71,1299.91,1751.7,1845.79,1375.19,1766.81,1901.42,1218.13,10703.56,12716.58,2576.48,10413.72,12418.44,2391.63,11013.87,13034.61,2777.33,14094.07,16468.75,4506.89,13673.12,15976.89,4454.41,14544.76,16993.44,4563.91,98.2,98.7,90.3,98.1,98.7,90.3,98.2,98.7,90.4,20.6,20.5,22.2,20.8,20.7,22.7,20.4,20.3,21.7
Madhya Pradesh,Vidisha,590.06,764.3,160.18,634.86,839.27,129.78,539.63,679.83,194.33,1485.76,1222.29,2135.77,1401.84,1187.19,1932.23,1580.22,1261.84,2364.37,12725.51,16297.41,3913.04,12304.68,15767.16,3749.1,13199.23,16894.86,4097.17,14962.64,18495.23,6247.14,14541.88,18063.6,5839.94,15436.27,18981.57,6704.45,98.8,98.7,99.1,98.7,98.6,99,98.9,98.8,99.3,27.8,29.2,17.7,31.2,32.7,20,24.3,25.5,15.6
Madhya Pradesh,West Nimar,191.19,212.86,84.23,179.98,197.5,93.25,203.21,229.36,74.6,2144.45,2386.31,950.55,1862.81,2031.83,1025.76,2446.54,2766.96,870.32,3291.16,3650.76,1516.06,3218.8,3612.2,1270.54,3368.78,3692.18,1777.94,6346.61,7010.75,3068.22,5981.46,6626.73,2785.87,6738.28,7423.12,3369.39,98.9,98.9,98.6,98.9,98.9,98.7,98.9,98.9,98.5,33.6,34.2,26.6,33.4,34.1,24.6,33.8,34.3,28.5
Odisha,Anugul,831.35,895.85,511.27,847.4,936.75,418.14,814.82,854.19,612.64,265.33,268.13,251.45,255.49,268.5,192.99,275.46,267.75,315.07,5669.73,6096.11,3553.77,5024.78,5474.83,2862.66,6333.83,6728.75,4305.97,12050.1,12308,10770.26,10703.45,11046.71,9054.36,13436.76,13592.34,12637.84,95.19,95.16,95.33,96.08,96.26,95.03,94.45,94.25,95.57,48.95,53.43,23.59,51.75,56.84,21.5,46.62,50.55,25.22
Odisha,Balangir,679.41,702.93,420.26,726.73,761.63,346.17,630.89,642.84,497.74,484.36,500.22,309.67,459.95,474.35,302.9,509.4,526.7,316.74,7305.4,7299.94,7365.63,6955.21,7021.63,6231.07,7664.46,7584.78,8552.04,10720.89,10790.53,9953.55,10101.6,10234.35,8654.26,11355.86,11359.77,11312.22,95.29,95.03,98.44,95.57,95.38,98,95.04,94.71,98.8,49.44,51.1,30.25,51.7,53.3,31.63,47.37,49.07,29.15
Odisha,Baleshwar,780.13,834.28,387.76,750.1,787.92,487.39,808.16,877.11,287.77,193.24,204.05,114.89,188.89,203.7,86.01,197.3,204.37,143.88,10109.05,10453.7,7611.66,9463.32,9806.23,7081.42,10711.64,11051.87,8143.88,16082.55,16787.8,10972.28,15027.29,15770.83,9862.39,17067.33,17727.33,12086.33,96.65,96.5,98.3,97,96.84,98.84,96.35,96.22,97.86,31.77,32.39,25.03,31.91,32.57,24.71,31.65,32.23,25.3
Odisha,Bargarh,1063.47,1102.19,632.72,991.25,1043.68,411.64,1138.45,1162.87,865,1331.11,1393.89,632.72,1168.31,1223.47,558.66,1500.12,1570.64,710.53,6023.98,6153.82,4579.69,5276.1,5373.04,4204.65,6800.42,6963.55,4973.74,10536.62,10737.62,8300.69,9305.24,9490.05,7262.57,11815.02,12031.45,9391.41,94.62,94.58,95.1,94.78,94.7,95.95,94.48,94.49,94.41,38.6,38.58,38.93,39,39.13,37.13,38.27,38.13,40.42
Odisha,Baudh,255.79,264.66,NA,295.82,311.71,NA,214.79,216.45,NA,3053.95,3088.22,NA,2989.85,3063.04,NA,3119.6,3114.02,NA,6244.28,6379.18,NA,5923.08,6042.13,NA,6573.31,6724.56,NA,11199.75,11343.56,NA,10831.13,11009.84,NA,11577.36,11685.52,NA,95.22,95.2,NA,95.56,95.62,NA,94.89,94.8,NA,51,51.06,NA,52.42,52.46,NA,49.64,49.69,NA
Odisha,Bhadrak,954.9,1018.48,503.16,855.03,917.4,438.8,1046.99,1110.3,569.26,5103.84,5277.07,3873.16,4967.92,5085.96,4180.14,5229.19,5450.66,3557.87,5861.93,5842.1,6002.81,5450.57,5499.04,5127.02,6241.29,6153.69,6902.28,17615.83,18197.99,13479.99,16319.72,16941.36,12170.9,18811.12,19339.41,14824.48,93.99,93.76,96.18,94.13,93.82,96.96,93.88,93.71,95.52,39.2,38.87,42.33,41.86,40.64,52.84,37.07,37.46,33.33
Odisha,Cuttack,375.27,376.42,372.14,382.72,386.8,371.61,367.39,365.42,372.71,505.29,555.94,367.49,509.83,540.56,425.99,500.49,572.25,305.81,6297.3,7023.47,4321.53,5823.84,6426.98,4178.37,6798.54,7655.93,4472.48,8164.43,9046.83,5763.59,7673.73,8446.62,5565.12,8683.94,9683.24,5972.86,94.3,93.91,95.96,95.06,94.69,96.58,93.6,93.2,95.36,42.3,46.62,24.22,43.64,47.58,27.66,41.03,45.73,20.81
Odisha,Debagarh,1695.7,1725.1,1416.77,1631.14,1635.16,1593.25,1760.24,1814.85,1237.51,167.23,174.9,94.45,195.47,206.3,93.72,138.99,143.57,95.19,11461.72,11885.85,7438.02,10078.36,10522.2,5904.4,12844.63,13246.78,8995.72,14881.62,15300.36,10909.09,13477.73,13904.35,9465.79,16285.05,16693.58,12375.06,100,100,100,100,100,100,100,100,100,60.82,61.19,55.84,61.79,62.03,58.42,60.02,60.5,53.85
Odisha,Dhenkanal,1512.16,1527.91,1357.37,1402.8,1406.39,1368.65,1616.77,1643.44,1345.9,406.15,424.84,222.52,362.7,377.64,220.75,447.72,469.71,224.32,9117.74,9051.52,9768.58,8600.45,8585.59,8741.72,9612.6,9494.52,10812.02,15219.11,15255.21,14864.26,14367.11,14587.36,12273.73,16034.18,15890.2,17496.64,95.41,95.66,92.96,96.14,96.33,93.88,94.79,95.06,92.31,60.74,61.01,57.97,60.95,60.92,61.3,60.56,61.08,55.56
Odisha,Gajapati,648.93,708,152.47,619.23,678.54,114.85,679.01,737.93,189.75,519.49,542.76,323.99,544.3,567.78,344.56,494.37,517.35,303.61,5024.89,5457.27,1391.27,4325.8,4694.85,1186.83,5732.95,6231.44,1593.93,7364.65,7912.15,2763.48,6596.9,7106.94,2258.81,8142.25,8729.8,3263.76,97.18,97.12,98.62,96.47,96.41,98.31,97.76,97.72,98.84,75.34,75.54,70.63,77.99,78.26,70.69,73.2,73.32,70.59
Odisha,Ganjam,472.62,532.37,174.28,466.95,546.08,98.02,477.85,520,253.04,3896.83,4073.93,3012.57,3565.05,3688.5,2989.46,4203.11,4421.82,3036.44,1983.42,2186.19,970.99,1944.17,2187.72,808.63,2019.66,2184.81,1138.66,7863.42,8533.26,4518.86,7273.49,7913.77,4288.16,8408,9092.41,4757.09,96.32,96.13,98.07,96.78,96.54,98.86,95.95,95.82,97.34,45.95,47.73,29.49,47.01,49.58,25.43,45.09,46.26,33.33
Odisha,Jagatsinghapur,415.24,434.77,260.46,372.83,391.6,237.81,458.12,477.43,287.87,794.7,868.26,211.62,775.77,846.4,267.54,813.84,889.86,143.94,5893.29,6127.43,4037.12,5562.58,5831.61,3626.63,6227.65,6419.82,4534.01,8456.83,8884.98,5062.67,7917.4,8373.22,4637.34,9002.21,9390.79,5577.55,97.55,97.53,97.75,97.85,97.73,99.36,97.28,97.36,96.13,39.54,41.18,16.78,37.7,39.54,14.19,41.19,42.64,19.46
Odisha,Jajapur,2000.68,2023.83,NA,1822.29,1831.06,NA,2173.76,2210.42,NA,249.63,260.71,NA,256.54,266.68,NA,242.93,254.94,NA,9875.69,10069.45,NA,9221.84,9398.63,NA,10510.09,10718.77,NA,14245.28,14388.26,NA,13132.54,13331.15,NA,15324.92,15411.47,NA,96.45,96.62,NA,97.13,97.29,NA,95.88,96.06,NA,54.8,54.82,NA,55.04,55.1,NA,54.6,54.58,NA
Odisha,Jharsuguda,896.72,1177.47,437.69,827.96,1099.17,398.62,970.46,1259.31,481.37,3405.34,3918.98,2565.53,2551.02,2772.51,2200.4,4321.49,5117.46,2973.79,3952.55,3985.42,3898.79,3584.33,3662.85,3460.04,4347.41,4322.62,4389.37,11505.85,12777.24,9427.13,10148.4,10969,8849.42,12961.56,14667.5,10073.1,88.26,85.93,93.41,89.32,86.56,94.74,87.37,85.45,92.11,29.26,35.84,15.83,29.47,37.18,15.63,29.08,34.78,16.03
Odisha,Kalahandi,132.76,121.42,NA,126.12,120.33,NA,139.74,122.56,NA,75.45,82.04,22.4,95.98,108.14,0,53.87,54.73,46.82,6455.8,6765.33,3965.05,6098.3,6424.78,3522.34,6831.59,7121.7,4447.57,7168.55,7480.35,4659.5,6871.04,7213.79,4166.67,7481.28,7759.3,5196.63,97.53,97.71,95.19,97.59,97.79,94.85,97.47,97.63,95.5,65.46,65.79,61.11,66.23,66.3,65.22,64.73,65.3,57.55
