State_Name,State_District_Name,AA_Sample_Units_Total,AA_Sample_Units_Rural,AA_Sample_Units_Urban,AA_Households_Total,AA_Households_Rural,AA_Households_Urban,AA_Population_Total,AA_Population_Rural,AA_Population_Urban,AA_Ever_Married_Women_Aged_15_49_Years_Total,AA_Ever_Married_Women_Aged_15_49_Years_Rural,AA_Ever_Married_Women_Aged_15_49_Years_Urban,AA_Currently_Married_Women_Aged_15_49_Years_Total,AA_Currently_Married_Women_Aged_15_49_Years_Rural,AA_Currently_Married_Women_Aged_15_49_Years_Urban,AA_Children_12_23_Months_Total,AA_Children_12_23_Months_Rural,AA_Children_12_23_Months_Urban
Rajasthan,Tonk,55,39,16,12031,10063,1968,61700,50727,10973,12976,10794,2182,12402,10319,2083,2137,1755,382
Rajasthan,Udaipur,42,31,11,7874,6430,1444,38379,31381,6998,7696,6212,1484,7366,5966,1400,1828,1577,251
Uttar Pradesh,Agra,96,44,52,20911,12354,8557,125614,75549,50065,22161,13372,8789,21273,12917,8356,5658,3480,2178
Uttar Pradesh,Aligarh,46,28,18,8844,6498,2346,52583,37602,14981,8743,6406,2337,8350,6134,2216,2010,1537,473
Uttar Pradesh,Allahabad,54,36,18,11563,9098,2465,61029,48672,12357,11068,8852,2216,10603,8513,2090,2954,2595,359
Uttar Pradesh,Ambedkar Nagar,36,31,5,7923,7311,612,44698,41251,3447,8085,7471,614,7794,7203,591,1894,1753,141
Uttar Pradesh,Auraiya,88,71,17,21590,18312,3278,107619,91157,16462,17882,15017,2865,17244,14504,2740,3627,3179,448
Uttar Pradesh,Azamgarh,83,73,10,16962,15675,1287,103165,95444,7721,18127,16847,1280,17543,16303,1240,4429,4135,294
Uttar Pradesh,Baghpat,72,52,20,15648,13538,2110,95759,82449,13310,15931,13808,2123,15274,13243,2031,3848,3297,551
Uttar Pradesh,Bahraich,76,65,11,22906,21749,1157,121402,114455,6947,21397,20275,1122,20672,19602,1070,6887,6601,286
Uttar Pradesh,Ballia,56,47,9,15606,14265,1341,87623,80144,7479,14713,13511,1202,14210,13053,1157,3076,2873,203
Uttar Pradesh,Balrampur,32,28,4,7315,7044,271,42016,40418,1598,7615,7359,256,7426,7186,240,2708,2651,57
Uttar Pradesh,Banda,47,40,7,11915,10974,941,59266,54794,4472,10018,9207,811,9620,8855,765,3296,3092,204
Uttar Pradesh,Barabanki,46,39,7,11232,10594,638,58722,54961,3761,9735,9149,586,9388,8835,553,2704,2539,165
Uttar Pradesh,Bareilly,67,38,29,13678,9155,4523,78492,52896,25596,12703,8489,4214,12151,8199,3952,3618,2643,975
Uttar Pradesh,Basti,55,50,5,8393,7678,715,48055,44071,3984,8409,7715,694,8099,7425,674,2132,2016,116
Uttar Pradesh,Bijnor,46,31,15,8748,6962,1786,49416,39065,10351,8164,6514,1650,7805,6253,1552,2011,1607,404
Uttar Pradesh,Budaun,39,29,10,8999,7710,1289,51993,44488,7505,8673,7388,1285,8326,7099,1227,2895,2499,396
Uttar Pradesh,Bulandshahar,44,30,14,10578,7846,2732,59473,43608,15865,10229,7507,2722,9787,7185,2602,2601,1937,664
Uttar Pradesh,Chandauli,70,59,11,15936,14482,1454,92389,84197,8192,17283,15865,1418,16753,15399,1354,3492,3242,250
Uttar Pradesh,Chitrakoot,66,56,10,16937,15538,1399,88832,81889,6943,14998,13786,1212,14481,13336,1145,3732,3565,167
Uttar Pradesh,Deoria,60,52,8,11641,10620,1021,65914,60464,5450,11974,10990,984,11616,10667,949,2827,2646,181
Uttar Pradesh,Etah,45,34,11,9054,8078,976,52944,47323,5621,8662,7684,978,8322,7398,924,2755,2492,263
Uttar Pradesh,Etawah,66,45,21,16067,12867,3200,76793,61926,14867,13043,10541,2502,12588,10169,2419,3061,2617,444
Uttar Pradesh,Faizabad,50,40,10,12075,10875,1200,62219,55957,6262,11335,10275,1060,10841,9833,1008,2487,2305,182
Uttar Pradesh,Farrukhabad,37,29,8,10364,8935,1429,54111,46683,7428,8992,7776,1216,8624,7496,1128,2567,2290,277
Uttar Pradesh,Fatehpur,46,39,7,11582,10522,1060,60209,54916,5293,9722,8831,891,9268,8441,827,2382,2219,163
Uttar Pradesh,Firozabad,49,29,20,11053,8703,2350,62573,48676,13897,10248,7978,2270,9825,7668,2157,2902,2377,525
Uttar Pradesh,Gautam Buddha Nagar,89,46,43,16323,11694,4629,89498,67182,22316,17154,12895,4259,16545,12410,4135,4167,3268,899
Uttar Pradesh,Ghaziabad,98,34,64,20612,9565,11047,112985,56315,56670,20356,9715,10641,19628,9343,10285,4204,2145,2059
Uttar Pradesh,Ghazipur,47,41,6,10337,9575,762,62521,58162,4359,11300,10525,775,10894,10159,735,2907,2746,161
Uttar Pradesh,Gonda,52,46,6,14169,13518,651,74324,70564,3760,13016,12380,636,12613,12020,593,3675,3506,169
Uttar Pradesh,Gorakhpur,75,54,21,17975,12617,5358,96497,67901,28596,17926,12850,5076,17270,12426,4844,3756,2915,841
Uttar Pradesh,Hamirpur,53,41,12,13042,11229,1813,62783,54416,8367,10434,8909,1525,10055,8631,1424,2491,2212,279
Uttar Pradesh,Hardoi,37,30,7,10040,8969,1071,52567,46936,5631,8719,7767,952,8397,7508,889,2279,2036,243
Uttar Pradesh,Hathras,43,31,12,9779,7883,1896,55062,44520,10542,9468,7606,1862,8996,7222,1774,2492,2090,402
Uttar Pradesh,Jalaun,53,36,17,10675,8618,2057,53505,42720,10785,9458,7590,1868,9107,7321,1786,2063,1646,417
Uttar Pradesh,Jaunpur,42,37,5,7272,6754,518,43285,40220,3065,7989,7430,559,7735,7193,542,1740,1614,126
Uttar Pradesh,Jhansi,60,29,31,16295,9038,7257,73590,39734,33856,14264,7860,6404,13775,7641,6134,2569,1633,936
Uttar Pradesh,Jyotiba Phule Nagar,35,24,11,6546,5247,1299,37927,30274,7653,6347,5057,1290,6096,4872,1224,1672,1361,311
Uttar Pradesh,Kannauj,125,95,30,27431,23253,4178,156432,131321,25111,26039,21773,4266,24797,20771,4026,7154,6147,1007
Uttar Pradesh,Kanpur Dehat,38,34,4,10543,9861,682,50626,47255,3371,8193,7637,556,7925,7389,536,1819,1697,122
Uttar Pradesh,Kanpur Nagar,136,33,103,29525,8432,21093,144182,40483,103699,25352,6444,18908,24139,6192,17947,4432,1590,2842
Uttar Pradesh,Kaushambi,49,43,6,13179,12195,984,67572,62438,5134,11468,10649,819,10984,10226,758,3349,3185,164
Uttar Pradesh,Kheri,41,34,7,12004,11032,972,60900,56245,4655,10373,9548,825,10065,9272,793,2378,2278,100
Uttar Pradesh,Kushinagar,32,29,3,8608,8455,153,48371,47425,946,8765,8608,157,8535,8385,150,2441,2397,44
Uttar Pradesh,Lalitpur,35,27,8,8108,7217,891,39529,35126,4403,7689,6876,813,7503,6736,767,1746,1608,138
Uttar Pradesh,Lucknow,100,27,73,21138,9323,11815,105538,47267,58271,18629,7907,10722,17708,7579,10129,3289,1775,1514
Uttar Pradesh,Maharajganj,44,40,4,12950,12274,676,68263,64373,3890,13206,12470,736,12869,12159,710,3157,3035,122
Uttar Pradesh,Mahoba,52,36,16,13461,9820,3641,63537,45973,17564,10791,7820,2971,10396,7559,2837,2493,1891,602
Uttar Pradesh,Mainpuri,55,43,12,10727,9170,1557,60823,51798,9025,10328,8849,1479,9843,8452,1391,2798,2415,383
Uttar Pradesh,Mathura,48,30,18,10406,7650,2756,59930,44037,15893,10513,7809,2704,10117,7526,2591,2457,1849,608
Uttar Pradesh,Mau,63,46,17,12606,10157,2449,74750,60305,14445,12312,10183,2129,11862,9813,2049,2924,2409,515
Uttar Pradesh,Meerut,68,28,40,12884,8209,4675,77688,50081,27607,13336,8575,4761,12828,8252,4576,3187,2168,1019
Uttar Pradesh,Mirzapur,37,30,7,6709,6063,646,38180,34551,3629,6873,6209,664,6630,5996,634,1600,1473,127
Uttar Pradesh,Moradabad,57,34,23,11054,8003,3051,66632,48627,18005,10546,7736,2810,10149,7475,2674,3398,2620,778
Uttar Pradesh,Muzaffarnagar,66,43,23,12812,10337,2475,75749,61454,14295,12757,10268,2489,12333,9931,2402,3319,2740,579
Uttar Pradesh,Pilibhit,36,27,9,7773,6674,1099,43038,36896,6142,7126,6113,1013,6861,5900,961,2239,1955,284
Uttar Pradesh,Pratapgarh,69,63,6,15695,15091,604,86770,83171,3599,15426,14824,602,14840,14264,576,3600,3434,166
Uttar Pradesh,Rae Bareli,52,44,8,12981,11924,1057,66935,61580,5355,11069,10169,900,10550,9700,850,1646,1547,99
Uttar Pradesh,Rampur,53,35,18,11435,8981,2454,66460,52283,14177,10732,8443,2289,10277,8124,2153,3541,2969,572
Uttar Pradesh,Saharanpur,52,34,18,10259,8321,1938,58510,47551,10959,10190,8264,1926,9818,8001,1817,2641,2191,450
Uttar Pradesh,Sant Kabir Nagar,44,39,5,8028,7448,580,43549,40327,3222,7888,7298,590,7633,7069,564,1886,1802,84
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),43,35,8,8974,7945,1029,55736,49036,6700,10518,9430,1088,10249,9207,1042,2038,1834,204
Uttar Pradesh,Shahjahanpur,45,32,13,9822,8194,1628,55307,46239,9068,9088,7531,1557,8740,7260,1480,3332,2904,428
Uttar Pradesh,Shrawasti,27,25,2,7483,7197,286,38131,36664,1467,7263,7000,263,7024,6773,251,2264,2211,53
Uttar Pradesh,Siddharthnagar,58,54,4,9919,9517,402,56238,53756,2482,10203,9869,334,9894,9576,318,3219,3142,77
Uttar Pradesh,Sitapur,37,30,7,9323,8521,802,50237,45469,4768,8174,7433,741,7865,7174,691,2696,2453,243
Uttar Pradesh,Sonbhadra,31,23,8,6838,5875,963,33562,29171,4391,6290,5474,816,6077,5304,773,1702,1591,111
Uttar Pradesh,Sultanpur,48,44,4,11251,10630,621,61923,58412,3511,10624,10055,569,10181,9645,536,2343,2211,132
Uttar Pradesh,Unnao,59,46,13,14128,12035,2093,69686,59491,10195,11280,9543,1737,10831,9163,1668,2448,2117,331
Uttar Pradesh,Varanasi,71,35,36,14974,8419,6555,86266,52489,33777,15689,9752,5937,15040,9445,5595,2660,1804,856
Uttarakhand,Almora,192,173,19,27360,25188,2172,120657,112008,8649,22598,20916,1682,21140,19579,1561,3664,3489,175
Uttarakhand,Bageshwar,162,156,6,26992,26231,761,114613,111343,3270,22718,22074,644,21279,20688,591,3744,3666,78
Uttarakhand,Chamoli,276,236,40,37152,30966,6186,161113,137156,23957,31160,26391,4769,29509,25014,4495,6145,5391,754
Uttarakhand,Champawat,42,34,8,6156,5251,905,28479,24238,4241,5565,4778,787,5210,4472,738,1038,893,145
Uttarakhand,Dehradun,367,133,234,66535,30772,35763,303009,147029,155980,56581,27553,29028,54234,26554,27680,10262,5771,4491
Uttarakhand,Haridwar,50,25,25,14873,8012,6861,69213,43437,25776,12450,7276,5174,11977,7027,4950,2506,1778,728
Uttarakhand,Nainital,110,59,51,21172,13421,7751,100544,63730,36814,18568,11914,6654,17652,11331,6321,3150,2041,1109
Uttarakhand,Pauri Garhwal,386,337,49,50397,44822,5575,213084,188897,24187,41250,36591,4659,39122,34666,4456,6844,6208,636
Uttarakhand,Pithoragarh,161,136,25,25265,20467,4798,102999,84627,18372,21408,17463,3945,20015,16283,3732,3358,2861,497
Uttarakhand,Rudraprayag,225,222,3,33117,32914,203,139025,138266,759,28470,28330,140,26788,26656,132,5090,5070,20
Uttarakhand,Tehri Garhwal,351,317,34,47792,42354,5438,205575,181918,23657,40347,35894,4453,38198,33893,4305,6946,6306,640
Uttarakhand,Udham Singh Nagar,81,45,36,17887,12393,5494,91518,64614,26904,16133,11268,4865,15414,10757,4657,3188,2234,954
Uttarakhand,Uttarkashi,98,89,9,17945,15683,2262,76648,67984,8664,14456,12776,1680,13805,12208,1597,2000,1814,186
